version,name,part,key_size,elements,wall_time,cpu_cycles,k_cycles,instructions,cache_references,cache_misses,branch_misses,ipc,GHZ,CPUs,maxrss_mb,scale
optimized_swap,Transfer,swap,8,262048,0.00,21.78,0.10,13.13,2.37,0.02,0.00,0.60,5.28,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.27,0.11,13.12,2.02,0.02,0.00,0.68,5.28,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.76,5.36,0.97,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.70,0.05,12.09,0.26,0.00,-nan,7.09,5.41,inf,35518,262048
optimized_swap,Account,absorb,8,257649,0.01,155.27,0.57,225.16,7.90,0.63,0.43,1.45,5.38,1.02,35518,257649
optimized_swap,Transfer.id,swap,16,262048,0.00,4.77,0.09,13.13,1.01,0.00,0.00,2.75,5.10,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.48,0.25,370.29,2.36,0.22,0.00,4.97,5.31,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.13,0.29,369.67,2.53,0.21,0.00,4.99,5.26,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.60,0.34,369.53,2.45,0.27,0.00,4.89,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.68,0.34,369.27,2.48,0.20,0.00,4.94,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.15,0.31,257.16,1.36,0.16,0.00,4.42,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.85,0.24,256.99,1.32,0.14,0.00,4.44,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.40,0.05,16.09,0.51,0.00,-nan,4.73,5.34,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.69,0.26,257.02,1.38,0.13,0.00,4.46,5.27,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.57,0.10,13.14,2.34,0.01,0.00,0.61,5.29,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.05,0.09,13.13,2.02,0.01,0.00,0.69,5.30,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.32,0.05,16.09,0.51,0.00,-nan,4.84,5.36,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.69,0.05,12.09,0.25,0.00,-nan,7.17,5.41,0.88,35518,262048
optimized_swap,Account,absorb,8,257787,0.01,155.67,0.53,224.29,7.66,0.63,0.43,1.44,5.37,1.02,35518,257787
optimized_swap,Transfer.id,swap,16,262048,0.00,4.80,0.05,13.09,1.01,0.00,-nan,2.73,5.42,0.94,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.62,0.26,370.31,2.36,0.22,0.00,4.96,5.32,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.85,0.25,370.05,2.47,0.19,0.00,5.01,5.27,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.38,0.32,369.24,2.45,0.28,0.00,4.90,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.72,0.30,368.92,2.48,0.19,0.00,4.94,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.06,0.31,256.86,1.36,0.14,0.00,4.42,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.00,0.27,256.97,1.39,0.13,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.40,0.05,16.09,0.51,0.00,-nan,4.73,5.35,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.68,0.22,256.81,1.30,0.13,0.00,4.45,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.45,0.09,13.13,2.35,0.01,0.00,0.61,5.28,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.26,0.10,13.12,2.02,0.02,0.00,0.68,5.27,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.77,5.36,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.38,0.11,12.13,0.26,0.00,0.00,8.78,4.07,0.94,35518,262048
optimized_swap,Account,absorb,8,257659,0.01,157.30,0.60,224.18,7.61,0.63,0.43,1.43,5.37,1.03,35518,257659
optimized_swap,Transfer.id,swap,16,262048,0.00,4.86,0.05,13.09,1.01,0.00,-nan,2.69,5.41,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.53,0.28,370.24,2.35,0.21,0.00,4.97,5.32,1.23,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.22,0.25,369.98,2.39,0.22,0.00,4.99,5.27,1.31,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.42,0.37,369.79,2.45,0.28,0.00,4.90,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.65,0.33,369.50,2.61,0.19,0.00,4.95,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.21,0.28,256.92,1.44,0.15,0.00,4.41,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.93,0.27,256.94,1.39,0.14,0.00,4.44,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.44,0.05,16.09,0.51,0.00,-nan,4.68,5.34,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.71,0.24,256.74,1.31,0.13,0.00,4.45,5.27,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.49,0.10,13.13,2.36,0.01,0.00,0.61,5.27,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,18.99,0.11,13.13,2.02,0.02,0.00,0.69,5.25,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.35,0.05,16.09,0.51,0.00,-nan,4.80,5.36,0.99,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.05,12.09,0.25,0.00,-nan,7.07,5.41,inf,35518,262048
optimized_swap,Account,absorb,8,257819,0.01,155.12,0.58,224.45,7.81,0.63,0.43,1.45,5.37,1.02,35518,257819
optimized_swap,Transfer.id,swap,16,262048,0.00,4.67,0.09,13.12,1.01,0.00,0.00,2.81,4.92,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.60,0.24,370.19,2.36,0.22,0.00,4.96,5.31,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.91,0.32,369.35,2.41,0.21,0.00,5.00,5.25,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.53,0.28,369.43,2.45,0.27,0.00,4.89,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.58,0.41,369.60,2.55,0.19,0.00,4.96,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.09,0.23,256.91,1.36,0.16,0.00,4.42,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.98,0.22,256.93,1.33,0.15,0.00,4.43,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.41,0.05,16.09,0.51,0.00,-nan,4.72,5.34,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.55,0.19,256.93,1.32,0.14,0.00,4.46,5.27,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.62,0.09,13.13,2.35,0.01,0.00,0.61,5.28,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.15,0.09,13.13,2.02,0.02,0.00,0.69,5.26,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.35,0.05,16.09,0.51,0.00,-nan,4.81,5.35,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.75,0.09,12.13,0.26,0.00,0.00,6.92,5.23,0.92,35518,262048
optimized_swap,Account,absorb,8,257792,0.01,155.86,0.48,223.32,7.71,0.64,0.43,1.43,5.36,1.02,35518,257792
optimized_swap,Transfer.id,swap,16,262048,0.00,4.80,0.05,13.09,1.01,0.00,-nan,2.73,5.40,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.60,0.25,370.08,2.46,0.21,0.00,4.96,5.31,1.23,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.03,0.28,369.88,2.40,0.21,0.00,5.00,5.26,1.32,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.36,0.30,369.44,2.55,0.26,0.00,4.90,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.76,0.29,368.95,2.48,0.20,0.00,4.94,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.07,0.33,256.74,1.33,0.15,0.00,4.42,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.96,0.25,256.91,1.33,0.15,0.00,4.43,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.42,0.05,16.09,0.51,0.00,-nan,4.71,5.34,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.71,0.22,256.89,1.37,0.13,0.00,4.45,5.27,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.59,0.10,13.14,2.37,0.01,0.00,0.61,5.28,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.05,0.09,13.13,2.05,0.01,0.00,0.69,5.27,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.36,0.05,16.09,0.51,0.00,-nan,4.80,5.36,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.77,0.10,12.13,0.26,0.00,-nan,6.86,5.56,inf,35518,262048
optimized_swap,Account,absorb,8,257561,0.01,156.17,0.51,224.14,7.79,0.62,0.43,1.44,5.37,1.02,35518,257561
optimized_swap,Transfer.id,swap,16,262048,0.00,3.79,0.09,13.12,1.01,0.00,0.00,3.46,4.10,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.64,0.24,370.13,2.39,0.21,0.00,4.96,5.30,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.18,0.27,369.12,2.39,0.21,0.00,4.98,5.25,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.45,0.32,369.75,2.45,0.28,0.00,4.90,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.70,0.26,369.19,2.49,0.20,0.00,4.94,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.00,0.18,256.89,1.34,0.16,0.00,4.43,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.89,0.26,257.07,1.32,0.14,0.00,4.44,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.41,0.05,16.09,0.51,0.00,-nan,4.72,5.34,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.54,0.24,256.41,1.37,0.12,0.00,4.46,5.27,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.76,0.11,13.13,2.35,0.02,0.00,0.60,5.27,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.05,0.09,13.12,2.02,0.02,0.00,0.69,5.25,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.38,0.05,16.09,0.51,0.00,-nan,4.76,5.35,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.76,0.11,12.13,0.26,0.00,-nan,6.89,5.58,inf,35518,262048
optimized_swap,Account,absorb,8,257813,0.01,154.70,0.45,223.95,7.67,0.66,0.43,1.45,5.35,1.02,35518,257813
optimized_swap,Transfer.id,swap,16,262048,0.00,4.69,0.08,13.12,1.01,0.00,0.00,2.80,4.90,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.58,0.24,369.96,2.37,0.21,0.00,4.96,5.30,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.04,0.27,369.35,2.38,0.21,0.00,4.99,5.25,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.48,0.26,369.89,2.44,0.28,0.00,4.90,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.54,0.27,369.12,2.48,0.20,0.00,4.95,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.14,0.23,256.88,1.35,0.15,0.00,4.42,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.88,0.24,256.93,1.34,0.14,0.00,4.44,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.15,0.05,16.09,0.51,0.00,-nan,5.10,5.34,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.59,0.23,257.00,1.39,0.14,0.00,4.46,5.26,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.36,0.11,13.14,2.35,0.01,0.00,0.62,5.28,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.24,0.08,13.12,2.02,0.02,0.00,0.68,5.26,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.19,0.05,16.09,0.51,0.00,-nan,5.04,5.35,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.73,0.08,12.13,0.26,0.00,0.00,7.01,5.13,0.93,35518,262048
optimized_swap,Account,absorb,8,257740,0.01,155.17,0.53,224.29,7.78,0.61,0.43,1.45,5.37,1.02,35518,257740
optimized_swap,Transfer.id,swap,16,262048,0.00,5.04,0.05,13.09,1.01,0.00,-nan,2.60,5.41,inf,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.73,0.36,369.57,2.38,0.22,0.00,4.95,5.30,1.12,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.85,0.22,369.63,2.49,0.20,0.00,5.01,5.26,1.05,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.94,0.35,368.98,2.44,0.28,0.00,4.86,5.25,1.01,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.75,0.28,369.37,2.49,0.20,0.00,4.94,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.12,0.17,256.60,1.38,0.16,0.00,4.42,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.95,0.26,256.80,1.40,0.14,0.00,4.43,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.40,0.05,16.09,0.51,0.00,-nan,4.74,5.34,0.94,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.73,0.20,256.50,1.32,0.14,0.00,4.44,5.26,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.46,0.09,13.13,2.36,0.01,0.00,0.61,5.25,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.02,0.10,13.12,2.02,0.02,0.00,0.69,5.21,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.38,0.06,16.10,0.51,0.00,-nan,4.76,5.35,1.09,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.70,0.05,12.09,0.26,0.00,-nan,7.13,5.40,inf,35518,262048
optimized_swap,Account,absorb,8,257669,0.01,154.93,0.63,223.42,7.75,0.63,0.43,1.44,5.36,1.02,35518,257669
optimized_swap,Transfer.id,swap,16,262048,0.00,4.69,0.08,13.13,1.01,0.00,0.00,2.80,4.93,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.44,0.24,370.10,2.37,0.22,0.00,4.97,5.30,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.04,0.27,369.82,2.42,0.22,0.00,4.99,5.25,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.48,0.33,369.73,2.45,0.27,0.00,4.90,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.76,0.35,369.09,2.48,0.20,0.00,4.94,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.08,0.23,256.91,1.34,0.15,0.00,4.42,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.91,0.20,256.95,1.32,0.14,0.00,4.44,5.25,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.39,0.05,16.09,0.51,0.00,-nan,4.74,5.34,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.69,0.19,256.85,1.34,0.14,0.00,4.45,5.26,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,22.60,0.12,13.13,2.30,0.02,0.00,0.58,5.26,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,20.26,0.11,13.13,2.02,0.02,0.00,0.65,5.24,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.60,0.05,16.09,0.51,0.00,-nan,4.47,5.34,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,3.67,0.05,12.09,0.25,0.00,-nan,3.30,5.34,inf,35518,262048
optimized_swap,Account,swap,8,257903,0.01,146.29,0.49,199.83,4.71,0.50,0.42,1.37,5.37,1.00,35518,257903
optimized_swap,Transfer.id,swap,16,262048,0.00,4.56,0.05,13.09,1.01,0.00,-nan,2.87,5.40,1.29,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.53,0.53,370.57,2.39,0.21,0.00,4.97,5.30,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.97,0.26,369.53,2.48,0.20,0.00,5.00,5.25,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.47,0.19,369.43,2.43,0.27,0.00,4.90,5.25,1.02,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,75.14,0.29,368.44,2.49,0.20,0.00,4.90,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.17,0.24,256.37,1.38,0.16,0.00,4.41,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.02,0.22,256.51,1.34,0.14,0.00,4.42,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.36,0.05,16.09,0.51,0.00,-nan,4.79,5.34,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.64,0.22,256.18,1.40,0.13,0.00,4.44,5.26,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,20.88,0.08,13.13,2.39,0.02,0.00,0.63,5.20,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,18.12,0.09,13.13,2.02,0.02,0.00,0.72,5.02,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.34,0.05,16.09,0.51,0.00,-nan,4.82,5.35,0.94,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.70,0.05,12.09,0.26,0.00,-nan,7.11,5.40,0.88,35518,262048
optimized_swap,Account,absorb,8,257603,0.01,155.37,0.46,217.71,7.19,0.61,0.42,1.40,5.37,1.02,35518,257603
optimized_swap,Transfer.id,swap,16,262048,0.00,5.04,0.09,13.13,1.01,0.00,0.00,2.61,5.33,0.96,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.64,0.25,370.12,2.36,0.22,0.00,4.96,5.31,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.12,0.29,369.66,2.41,0.22,0.00,4.99,5.26,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.36,0.29,369.40,2.44,0.28,0.00,4.90,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.50,0.29,369.56,2.50,0.19,0.00,4.96,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.08,0.26,257.00,1.33,0.15,0.00,4.42,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.92,0.20,256.71,1.37,0.13,0.00,4.43,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.44,0.05,16.09,0.51,0.00,-nan,4.68,5.34,inf,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.69,0.31,257.04,1.34,0.13,0.00,4.46,5.27,1.23,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.45,0.15,13.15,2.34,0.02,0.00,0.61,5.29,1.01,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.07,0.11,13.13,2.02,0.02,0.00,0.69,5.28,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.37,0.05,16.09,0.51,0.00,-nan,4.77,5.34,1.26,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.71,0.05,12.09,0.25,0.00,-nan,7.08,5.39,1.19,35518,262048
optimized_swap,Account,absorb,8,257855,0.01,154.68,0.54,219.82,7.29,0.60,0.43,1.42,5.37,1.02,35518,257855
optimized_swap,Transfer.id,swap,16,262048,0.00,4.92,0.05,13.09,1.01,0.00,-nan,2.66,5.42,1.27,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.55,0.24,370.64,2.34,0.21,0.00,4.97,5.32,1.32,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,73.94,0.26,369.35,2.39,0.21,0.00,5.00,5.26,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.83,0.54,369.27,2.51,0.28,0.00,4.87,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.56,0.29,369.05,2.57,0.18,0.00,4.95,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.04,0.28,256.72,1.34,0.15,0.00,4.42,5.26,1.02,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.02,0.23,255.92,1.35,0.15,0.00,4.41,5.27,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.30,0.08,16.13,0.51,0.00,0.00,4.89,5.09,0.96,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.70,0.19,256.70,1.33,0.13,0.00,4.45,5.28,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.65,0.09,13.13,2.36,0.02,0.00,0.61,5.30,3.14,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.28,0.09,13.13,2.02,0.02,0.00,0.68,5.30,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.37,0.05,16.09,0.51,0.00,-nan,4.78,5.36,1.26,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.73,0.05,12.09,0.25,0.00,-nan,6.99,5.41,1.18,35518,262048
optimized_swap,Account,absorb,8,258044,0.01,154.40,0.52,218.26,7.37,0.66,0.42,1.41,5.37,1.02,35518,258044
optimized_swap,Transfer.id,swap,16,262048,0.00,5.29,0.11,13.13,1.01,0.00,0.00,2.48,5.40,0.97,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,74.82,0.25,369.86,2.36,0.22,0.00,4.94,5.31,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,74.16,0.33,369.29,2.39,0.21,0.00,4.98,5.26,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,75.57,0.36,370.31,2.43,0.29,0.00,4.90,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,74.71,0.33,369.31,2.50,0.20,0.00,4.94,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,58.02,0.31,257.06,1.35,0.15,0.00,4.43,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,58.11,0.22,256.70,1.34,0.15,0.00,4.42,5.28,1.01,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,2.46,0.08,16.13,0.51,0.00,0.00,6.55,3.76,0.95,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,57.95,0.41,257.18,1.39,0.14,0.00,4.44,5.27,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.33,0.10,13.13,2.35,0.01,0.00,0.62,5.29,0.99,35518,262048
optimized_swap,AccountEvent,swap,8,262048,0.00,19.06,0.09,13.13,2.04,0.01,0.00,0.69,5.29,0.99,35518,262048
optimized_swap,AccountEvent.transfer_pending_status,swap,16,262048,0.00,3.32,0.05,16.09,0.51,0.00,-nan,4.84,5.36,0.93,35518,262048
optimized_swap,AccountEvent.prunable,swap,8,262048,0.00,1.70,0.05,12.09,0.25,0.00,-nan,7.10,5.40,0.88,35518,262048
optimized_swap,Account,absorb,8,257647,0.01,156.48,0.55,218.21,6.83,0.44,0.42,1.39,5.38,1.02,35518,257647
optimized_swap,Transfer.id,swap,16,262048,0.00,5.12,0.11,13.13,1.01,0.01,0.00,2.56,5.35,0.97,35518,262048
optimized_swap,Transfer.debit_account_id,swap,32,262048,0.00,72.77,0.46,370.21,2.22,0.12,0.00,5.09,5.32,1.00,35518,262048
optimized_swap,Transfer.credit_account_id,swap,32,262048,0.00,72.10,0.28,368.84,2.21,0.10,0.00,5.12,5.26,1.00,35518,262048
optimized_swap,Transfer.amount,swap,32,262048,0.00,73.11,0.33,369.43,2.20,0.15,0.00,5.05,5.24,1.00,35518,262048
optimized_swap,Transfer.user_data_128,swap,32,262048,0.00,72.94,0.26,369.62,2.25,0.09,0.00,5.07,5.25,1.00,35518,262048
optimized_swap,Transfer.user_data_64,swap,16,262048,0.00,57.18,0.31,256.38,1.22,0.12,0.00,4.48,5.26,1.00,35518,262048
optimized_swap,Transfer.user_data_32,swap,16,262048,0.00,57.18,0.28,256.83,1.25,0.12,0.00,4.49,5.26,1.00,35518,262048
optimized_swap,Transfer.ledger,swap,16,262048,0.00,3.34,0.05,16.09,0.51,0.00,-nan,4.82,5.34,0.93,35518,262048
optimized_swap,Transfer.code,swap,16,262048,0.00,56.98,0.24,256.49,1.25,0.11,0.00,4.50,5.27,1.00,35518,262048
optimized_swap,Transfer,swap,8,262048,0.00,21.21,0.11,13.14,2.36,0.02,0.00,0.62,5.23,0.99,35518,262048
